,name,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,status,relative_results,url,state
26,Soldavi,"Soldavi, 2830 G St Ste B, Merced, CA 95340",0x809143a7c392ac3d:0xe7659e795f8b606a,,37.3099798,-120.4684519,['Real estate agency'],4.5,68,,"[['Wednesday', '8:30AM–5:30PM'], ['Thursday', '8:30AM–5:30PM'], ['Friday', '8:30AM–5:30PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8:30AM–5:30PM'], ['Tuesday', '8:30AM–5:30PM']]",{'Accessibility': ['Wheelchair accessible entrance']},Closed ⋅ Opens 8:30AM Thu,"['0x809143a61686c0f5:0x872f2be5345b8980', '0x809142ffc3ed36b1:0x1bbd92ebb781c3be', '0x809143043eb646cd:0xe3dccff94f9584b6', '0x8091430360ab39e3:0x550eb1568ef947c7']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x809143a7c392ac3d:0xe7659e795f8b606a?authuser=-1&hl=en&gl=us,California
27,Odette Estate Winery,"Odette Estate Winery, 5998 Silverado Trail, Napa, CA 94558",0x80850021339ce29d:0x5cac349d8ff7fa34,"Sustainable winery with striking, contemporary tasting rooms, also offering food pairings & tours.",38.4063013,-122.3284792,"['Winery', 'Tourist attraction']",4.0,58,,"[['Tuesday', '10AM–4PM'], ['Wednesday', '10AM–4PM'], ['Thursday', '10AM–4PM'], ['Friday', '10AM–4PM'], ['Saturday', '10AM–4PM'], ['Sunday', '10AM–4PM'], ['Monday', '10AM–4PM']]",{'Accessibility': ['Wheelchair accessible entrance']},Opens soon ⋅ 10AM,"['0x8085003a6a8d544d:0x7739e78aa85cbbfe', '0x8084ff88f0cc3a59:0x3d1c99c763ccd6bb', '0x808505919fb34833:0x541c4f9951d44876', '0x8084ffe7ce318d8b:0x418d9e800beb8235', '0x8084ff94fa8ef8e5:0xcf122caee6775382']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80850021339ce29d:0x5cac349d8ff7fa34?authuser=-1&hl=en&gl=us,California
28,Jamba Mercado,"Jamba Mercado, 3119 Mission College Blvd, Santa Clara, CA 95054",0x808fc9dd790f4501:0xc7e61de9f9a9027f,"Straightforward counter-serve chain for smoothies, juices & health-focused light bites",37.389145,-121.98359,"['Juice shop', 'Restaurant']",4.0,87,$,"[['Monday', '8AM–8PM'], ['Tuesday', '8AM–8PM'], ['Wednesday', '8AM–8PM'], ['Thursday', '8AM–8PM'], ['Friday', '8AM–8PM'], ['Saturday', '8AM–8PM'], ['Sunday', '9AM–8PM']]","{'Service options': ['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Highlights': ['Fast service'], 'Popular for': ['Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible restroom'], 'Offerings': [""Kids' menu""], 'Dining options': ['Seating'], 'Amenities': ['Restroom'], 'Atmosphere': ['Casual'], 'Crowd': ['Family-friendly'], 'Payments': ['Checks', 'Debit cards', 'NFC mobile payments']}",Closed ⋅ Opens 8AM,"['0x808fcec9ba16cf61:0x803144d1d8b2ec91', '0x808fb600405baa05:0x3eb6fd1d90e660a8']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fc9dd790f4501:0xc7e61de9f9a9027f?authuser=-1&hl=en&gl=us,California
29,Matuz Barbershop,"Matuz Barbershop, 1635 Sweetwater Rd, National City, CA 91950",0x80d9521cfea97bf3:0xc81812f27ce03413,,32.662222199999995,-117.0825,"['Barber shop', 'Beauty salon']",4.5,67,,"[['Wednesday', '9AM–8PM'], ['Thursday', '9AM–8PM'], ['Friday', '9AM–8PM'], ['Saturday', '9AM–7PM'], ['Sunday', '9AM–4PM'], ['Monday', '9AM–8PM'], ['Tuesday', '9AM–8PM']]",{'Accessibility': ['Wheelchair accessible entrance']},Closed ⋅ Opens 9AM Thu,"['0x80d952271b564b01:0x2635007ec222c9b8', '0x80d952464ac38d2f:0xf1f3771fdca1cbf9', '0x80d9521ac4c10761:0x393ff034a9df9a3c']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d9521cfea97bf3:0xc81812f27ce03413?authuser=-1&hl=en&gl=us,California
30,Taquiza's Tzintzun,"Taquiza's Tzintzun, 836 E 25th St, Los Angeles, CA 90011",0x80c2c87ed845cb4f:0xb327ad290304b9b8,,34.020803,-118.25766,['Family restaurant'],4.9,25,,"[['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', 'Closed'], ['Friday', '3–11PM'], ['Saturday', '11AM–5PM'], ['Sunday', 'Closed']]","{'Service options': ['Outdoor seating', 'Takeout', 'Dine-in', 'Delivery'], 'Popular for': ['Lunch', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Comfort food', 'Quick bite', 'Small plates'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups', 'Tourists']}",Closed ⋅ Opens 3PM Fri,"['0x80c2c98b29c9b153:0x42e6fe84fab3a296', '0x80c2c7d0cede8499:0x3c11b606a7124443', '0x80c2c86739751465:0xdd9844b5d9c28d87', '0x80c2cc985dd4eaf3:0x123e8dc4357c34b7']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c87ed845cb4f:0xb327ad290304b9b8?authuser=-1&hl=en&gl=us,California
31,Sam's Hair Designer,"Sam's Hair Designer, 5241 Lincoln Ave # C3, Cypress, CA 90630",0x80dd2c1fec57e7dd:0x2f1a537f5520ba83,,33.8321647,-118.0411148,"['Beauty salon', 'Hair salon']",4.6,34,,"[['Saturday', '9AM–6PM'], ['Sunday', '10AM–5PM'], ['Monday', '10AM–7PM'], ['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM']]",{'Accessibility': ['Wheelchair accessible entrance']},Open ⋅ Closes 6PM,"['0x80dd2ea8cb67ee8f:0x7968471b3ae979ab', '0x80dd292c18d19adf:0x6e0d9a215468b296', '0x80dd2c23329979db:0xc34d440ec17bce85', '0x80dd2e8dbf0dffbf:0xabe562fe2fdc02c1', '0x80dd2ec885736081:0x875b70d020325c']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd2c1fec57e7dd:0x2f1a537f5520ba83?authuser=-1&hl=en&gl=us,California
32,Wendy's,"Wendy's, 17940 Brookhurst St, Fountain Valley, CA 92708, United States",0x80dd273951553ac1:0x8bc8c24907fb507e,Fast-food burger chain serving sides such as chili & baked potatoes.,33.7026174,-117.9538375,"['Fast food restaurant', 'Hamburger restaurant', 'Restaurant']",4.0,864,₩,"[['Wednesday', '6:30AM–1AM'], ['Thursday', '6:30AM–1AM'], ['Friday', '6:30AM–2AM'], ['Saturday', '6:30AM–2AM'], ['Sunday', '6:30AM–1AM'], ['Monday', '6:30AM–1AM'], ['Tuesday', '6:30AM–1AM']]","{'Service options': ['Delivery', 'Drive-through', 'Takeaway', 'Dine-in'], 'Highlights': ['Fast service'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance', 'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'], 'Offerings': ['Coffee', ""Kids' menu"", 'Late-night food', 'Quick bite'], 'Dining options': ['Breakfast', 'Lunch', 'Dinner', 'Dessert'], 'Amenities': ['Good for kids', 'High chairs', 'Toilets'], 'Atmosphere': ['Casual'], 'Crowd': ['Family friendly', 'Groups'], 'Payments': ['Debit cards', 'Credit cards']}",Opens soon ⋅ 6:30AM,"['0x80dd271190ac1de3:0xfb98582993f73083', '0x80dd20cc98b16063:0x627206ca82e14ca1', '0x80dd2734ad40a653:0x5aef37610f89e1b6', '0x80dd20cb7c5b53b5:0x6c425c3978ab3610', '0x80dd20cc847f2cf1:0xa5f35b1ee00f464f']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd273951553ac1:0x8bc8c24907fb507e?authuser=-1&hl=en&gl=kr,California
33,GNC,"GNC, 13765 SW 152nd St, Miami, FL 33177",0x88d9c22959c67561:0x6ef51aafbd19de43,"Retail chain selling health- & sports-related vitamins, supplements & herbs, plus drinks & snacks.",25.6270626,-80.41675409999999,['Vitamin & supplements store'],4.1,18,$$,"[['Sunday', '12–6PM'], ['Monday', '10AM–9PM'], ['Tuesday', '10AM–9PM'], ['Wednesday', '10AM–9PM'], ['Thursday', '10AM–9PM'], ['Friday', '10AM–9PM'], ['Saturday', '10AM–9PM']]","{'Service options': ['Delivery', 'In-store pickup', 'In-store shopping', 'Same-day delivery'], 'Health & safety': ['Staff required to disinfect surfaces between visits'], 'Planning': ['Quick visit'], 'Payments': ['Checks', 'Debit cards', 'NFC mobile payments']}",Closed ⋅ Opens 12PM,"['0x88d9c479661e8243:0x1cf33484327fe56d', '0x88d9c108e0ba2107:0xb1979612d06fa88b', '0x88d9c0e7bd21f9e1:0x224d7be88a903d1c']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9c22959c67561:0x6ef51aafbd19de43?authuser=-1&hl=en&gl=us,Florida
34,Panda Boba,"Panda Boba, 2763 San Bruno Ave, San Francisco, CA 94134",0x808f7ee25eed13ef:0x7ad573b0e135a070,,37.726872,-122.4030846,['Tea house'],4.5,53,$,"[['Wednesday', '11AM–6:30PM'], ['Thursday', '11AM–6:30PM'], ['Friday', '11AM–6:30PM'], ['Saturday', '11AM–6:30PM'], ['Sunday', '11AM–6:30PM'], ['Monday', '11AM–6:30PM'], ['Tuesday', '11AM–6:30PM']]","{'Service options': ['Takeout', 'Delivery'], 'Highlights': ['Fast service', 'Great tea selection'], 'Popular for': ['Solo dining'], 'Accessibility': ['Wheelchair accessible restroom'], 'Offerings': ['Coffee', 'Comfort food', 'Quick bite'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Tourists'], 'Payments': ['NFC mobile payments']}",Closed ⋅ Opens 11AM,"['0x808f7efcd83bf55d:0x1e1aab2ac0d42ba6', '0x808f7f9f8c4fd4cb:0x9c89fbf11a2cb1c3', '0x808f7a2c14bcefcb:0x8a9e2d393e4a0e37']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f7ee25eed13ef:0x7ad573b0e135a070?authuser=-1&hl=en&gl=us,California
35,Journeys,"Journeys, 6600 Topanga Canyon Blvd #2110, Canoga Park, CA 91303",0x80c29c22ebd4a073:0xf6971ff0797c7ddb,"Teen-oriented chain supplying casual, surf-&-skate-inspired clothes, shoes & accessories.",34.191024299999995,-118.6036285,"['Shoe store', 'Clothing store']",4.6,17,$$,"[['Monday', '11AM–8PM'], ['Tuesday', '11AM–8PM'], ['Wednesday', '11AM–8PM'], ['Thursday', '11AM–8PM'], ['Friday', '10AM–8PM'], ['Saturday', '10AM–8PM'], ['Sunday', '11AM–7PM']]","{'Service options': ['In-store shopping', 'Delivery'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Planning': ['Quick visit'], 'Payments': ['Checks', 'Debit cards', 'NFC mobile payments', 'Credit cards']}",Closed ⋅ Opens 11AM,"['0x80c29c22e0a382bf:0x1ab68bc9a82dcd2e', '0x80c29c1872b99d55:0xd4f44d42afcee0c3', '0x80c29c22ebd4a073:0x840151ca9f2dbfea', '0x80c29c187f394bab:0xbe9bbc9772aeb1a4', '0x80c29df97a0b273b:0x3b1c51842070fcf7']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c29c22ebd4a073:0xf6971ff0797c7ddb?authuser=-1&hl=en&gl=us,California
36,Classic Air Conditioning Inc.,,0x88e5ce99ab0fad71:0x4076d94621d25902,,30.2639384,-81.5217205,"['HVAC contractor', 'Air conditioning contractor', 'Air conditioning repair service', 'Service establishment', 'Furnace repair service', 'Heating contractor']",4.9,35,,"[['Monday', '8AM–11PM'], ['Tuesday', '8AM–11PM'], ['Wednesday', '8AM–11PM'], ['Thursday', '8AM–11PM'], ['Friday', '8AM–11PM'], ['Saturday', '9AM–12PM'], ['Sunday', 'Closed']]",,Closed ⋅ Opens 8AM,"['0x88e5b509f0d87e65:0xf83639c9c6d2cc55', '0x88e44b6f87fd68f9:0x89630070f67b41f9', '0x88e44b977780c66d:0x7a5c954c377216f', '0x88e5b66851220f29:0xd732d697b812cb0e', '0x88e5b668c5750881:0xcde69657c33f80e0']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5ce99ab0fad71:0x4076d94621d25902?authuser=-1&hl=en&gl=us,Florida
37,Kelley | Uustal,"Kelley | Uustal, 500 N Federal Hwy #200, Fort Lauderdale, FL 33301",0x88d9027602ffd129:0x8196395bb4167c25,,26.128302,-80.1371765,"['Personal injury attorney', 'Law firm', 'Attorney']",4.9,48,,"[['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours']]","{'Service options': ['Online appointments', 'Onsite services'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible restroom'], 'Amenities': ['Restroom'], 'Planning': ['Appointments recommended']}",Open 24 hours,"['0x88d90059021bc991:0x4ef6ee08f46465e', '0x88d901ffc76febcf:0xa6428640fc6a5d20', '0x88d90056e10cf92d:0x4f8d80619d81a071', '0x88d9005e57039e77:0xe683c7be779f145a']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9027602ffd129:0x8196395bb4167c25?authuser=-1&hl=en&gl=us,Florida
38,Le Jeune Liquor Store,"Le Jeune Liquor Store, 1110 E 8th Ave, Hialeah, FL 33010",0x88d9b0a2ab4df103:0xf7113636b942e10,,25.832497,-80.265911,['Liquor store'],4.8,188,,"[['Wednesday', '10AM–10PM'], ['Thursday', '10AM–10PM'], ['Friday', '10AM–12AM'], ['Saturday', '10AM–12AM'], ['Sunday', '10AM–9PM'], ['Monday', '10AM–10PM'], ['Tuesday', '10AM–10PM']]","{'From the business': ['Identifies as veteran-led'], 'Service options': ['Delivery', 'In-store pickup', 'In-store shopping', 'Same-day delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits', 'Safety dividers at checkout'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Wi-Fi'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}",Closed ⋅ Opens 10AM,"['0x88d9b0a24f571e71:0x3187a7233ee70a85', '0x88d9b0a5c651662b:0x15a0aa9cff0189e3', '0x88d9ba86b62c3465:0x98e303c296ec854b', '0x88d9b15280d3626b:0xe6891aaf23acb8a0', '0x88d9bb04795e1f3d:0xb9d4796d108e17a']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b0a2ab4df103:0xf7113636b942e10?authuser=-1&hl=en&gl=us,Florida
39,South Shore Community Center,"South Shore Community Center, 833 6th St #2, Miami Beach, FL 33139",0x88d9b4f3502620dd:0x7fad0b353d78dbe0,,25.7760753,-80.1368644,['Community center'],4.6,54,,,{'Accessibility': ['Wheelchair accessible entrance']},,"['0x88d9b22690601eef:0x2414613bb99f956f', '0x88d9b2c2b1edfe4b:0x3499e6614d548855', '0x88d9b834e97482fd:0x6aaa5f870d035f85', '0x88d9b29819cb0449:0xb5812941e2d4b06a']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b4f3502620dd:0x7fad0b353d78dbe0?authuser=-1&hl=en&gl=us,Florida
40,Xtreme Recovery & Transport,"Xtreme Recovery & Transport, 26350 Old 41 Rd #1, Bonita Springs, FL 34135",0x88db19f155f572eb:0xf071db0d13267e00,,26.3548627,-81.78410989999999,['Towing service'],3.6,68,,"[['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours']]",,Open 24 hours,"['0x88db1a27e120160f:0xee20738f3f6ad584', '0x88db1a27e3d4a571:0xdcaa86daad22bf44', '0x88db19a97f8c0331:0x74f872f580487fcb', '0x88db1ddf45977b85:0xac3b0a6969325251', '0x88db1dd63a58858b:0x3744462fb988cad5']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db19f155f572eb:0xf071db0d13267e00?authuser=-1&hl=en&gl=us,Florida
41,Mobil,"Mobil, 8840 Philips Hwy, Jacksonville, FL 32256",0x88e5cbb43e950fa5:0xce4d4c972475ad77,,30.206618,-81.5777641,['Gas station'],3.7,16,,"[['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours']]",{'Accessibility': ['Wheelchair accessible entrance']},Open 24 hours,"['0x88e5cecc9475ea17:0x18e3db2256e7eb6b', '0x88e5cb70fda92cd3:0xafbacee2a15b6fb8', '0x88e5b707f4079c0b:0x3212cde61f841671']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5cbb43e950fa5:0xce4d4c972475ad77?authuser=-1&hl=en&gl=us,Florida
42,Loncheria La Paloma,"Loncheria La Paloma, 333 Cooper Rd, Oxnard, CA 93030",0x80e84c2f447cf553:0xc9a2e9e88600c73f,,34.2047184,-119.1745752,['Restaurant'],4.3,58,$,"[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', '8AM–10PM'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']]","{'Service options': ['Delivery'], 'Amenities': ['Good for kids']}",Permanently closed,"['0x80e84c2f45f9c023:0x4e8f0cb74f1cae4', '0x80e84dacb8f71009:0x6391b82b2d676624', '0x80e84c1468d754a9:0x8ceabfe16cb65e30', '0x80e84e829427ed1d:0x4803d2a554c4482c', '0x80e84c592d01c31f:0xa9d351efe8c0d229']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80e84c2f447cf553:0xc9a2e9e88600c73f?authuser=-1&hl=en&gl=us,California
43,DR BRAKES COMPLETE AUTO REPAIR,"DR BRAKES COMPLETE AUTO REPAIR, 3109 W Atlantic Blvd, Pompano Beach, FL 33069",0x88d90373aaa8620b:0xeac63601eeca6b0,,26.232949,-80.166034,"['Auto repair shop', 'Auto tune up service', 'Brake shop', 'Oil change service']",4.8,115,,"[['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM'], ['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed']]","{'Offerings': ['Oil change'], 'Amenities': ['Mechanic', 'Restroom'], 'Planning': ['Appointments recommended']}",Open ⋅ Closes 5PM,"['0x88d91006632bae29:0x2adaf6218e88511e', '0x88d902f7b47a45a9:0xfda4f9d202a05a3e', '0x88d9059a2dd963b7:0xc71d9d8e50fed8a7']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d90373aaa8620b:0xeac63601eeca6b0?authuser=-1&hl=en&gl=us,Florida
44,Acceptance Insurance,"Acceptance Insurance, 240 W East Ave Ste C, Chico, CA 95926",0x8082d886ff67ded1:0x372fd741b383af33,,39.7550287,-121.8648274,"['Insurance agency', 'Auto insurance agency', 'Motorcycle insurance agency', ""Renter's insurance agency""]",4.9,78,,"[['Tuesday', '9AM–6PM'], ['Wednesday', '9AM–6PM'], ['Thursday', '9AM–6PM'], ['Friday', '9AM–6PM'], ['Saturday', '10AM–2PM'], ['Sunday', 'Closed'], ['Monday', '9AM–6PM']]",{'Accessibility': ['Wheelchair accessible entrance']},Open ⋅ Closes 6PM,"['0x808327806ac47083:0xf59f3cd3f812baff', '0x8083278735c6e5fb:0xd3368f27a7ca600d', '0x8083289a63344eb5:0x66c97ee45ff1a9b', '0x8082d87ff057c23f:0x845a2957fa4c2a7d', '0x8082d88fa6c4881d:0xe1fa887afef21a30']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8082d886ff67ded1:0x372fd741b383af33?authuser=-1&hl=en&gl=us,California
45,Oportun,"Oportun, 5630 E Whittier Blvd, Commerce, CA 90022",0x80c2cfaf912e6d5f:0x6955061e4b9f3222,,34.0174544,-118.1499867,"['Loan agency', 'Financial institution']",4.8,104,,"[['Wednesday', '11AM–6:30PM'], ['Thursday', '11AM–6:30PM'], ['Friday', '11AM–6:30PM'], ['Saturday', '10AM–5PM'], ['Sunday', '10AM–4PM'], ['Monday', '11AM–6:30PM'], ['Tuesday', '11AM–6:30PM']]","{'Service options': ['Onsite services'], 'Health & safety': ['Staff wear masks', 'Staff required to disinfect surfaces between visits'], 'Accessibility': ['Wheelchair accessible entrance']}",Open ⋅ Closes 6:30PM,"['0x80c2cf0be5e3f40b:0x41bdd6182e2480f6', '0x80c2cf917891988b:0x1a789744e848fe68', '0x80c2c8f3de0c2e45:0xbeeca86d12800a4a', '0x80c2d1d379f35aed:0xfe5cabaf77019cec']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2cfaf912e6d5f:0x6955061e4b9f3222?authuser=-1&hl=en&gl=us,California
46,Trunk Show,"Trunk Show, 475 N Lake Blvd #103, Tahoe City, CA 96145",0x80997d767bfd62e3:0x1ed3f147ccb8483,,39.170569,-120.141848,"['Art gallery', 'Jewelry store', 'Tea house']",4.8,18,,"[['Sunday', '10:30AM–6PM'], ['Monday', '10:30AM–6PM'], ['Tuesday', 'Closed'], ['Wednesday', '10:30AM–6PM'], ['Thursday', '10:30AM–6PM'], ['Friday', '12–6PM'], ['Saturday', '10:30AM–6PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Restaurant']}",Closed ⋅ Opens 10:30AM Mon,"['0x80997d743157919b:0xbc39c35b27ebf73e', '0x80997d76783184b5:0xd55c0ec973e204cb', '0x80997d767ed94e51:0xf2962290a6419bbe', '0x80997d74f0ee5d8f:0xb6724360f56877c1', '0x80997d75d10f11ad:0x3a8b44dd8e075005']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80997d767bfd62e3:0x1ed3f147ccb8483?authuser=-1&hl=en&gl=us,California
47,Walgreens,"Walgreens, 1251 S State Rd 7, Plantation, FL 33317",0x88d906c358770ad9:0x5a744ab6b6452750,"Drugstore chain with health & beauty aids, prescriptions & photo services, plus mini-mart basics.",26.1050146,-80.2020596,"['Drug store', 'Beauty supply store', 'Convenience store', 'Cosmetics store', 'Greeting card shop', 'Perfume store', 'Stationery store']",3.0,58,$$,"[['Friday', '7AM–11PM'], ['Saturday', '7AM–11PM'], ['Sunday', '7AM–11PM'], ['Monday', '7AM–11PM'], ['Tuesday', '7AM–11PM'], ['Wednesday', '7AM–11PM'], ['Thursday', '7AM–11PM']]","{'Service options': ['Curbside pickup', 'Delivery', 'Drive-through', 'In-store pickup', 'In-store shopping'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits', 'Safety dividers at checkout'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Offerings': ['Passport photos'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}",Closed ⋅ Opens 7AM,"['0x88d907497a439eb5:0x9ba903b01e342a9f', '0x88d9094346b880ad:0xdffdb86594098bd7', '0x88d900e460eefd55:0xe6afa78087959b96', '0x88d907c648b56883:0xec38c4fb82b220e4', '0x88d9078a3622c8d5:0x71e7d8046c758824']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d906c358770ad9:0x5a744ab6b6452750?authuser=-1&hl=en&gl=us,Florida
48,Chevron,"Chevron, 598 N Eastern Ave, Las Vegas, NV 89101",0x80c8c341b63e9047:0xaa9e0d6ac703b94e,,36.173569,-115.115731,"['Gas station', 'Diesel fuel supplier', 'Fuel pump']",3.5,68,,"[['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours']]",{'Accessibility': ['Wheelchair accessible entrance']},Open 24 hours,"['0x80c8c36098743a2f:0xa32384ede1666f9d', '0x80c8c5295b0adbc9:0x7ab7000559f9cc83', '0x80c8e86f5b10a987:0xdb2d6929839403a5', '0x80c8e9de629400bb:0xa700bea278d8b0a1', '0x80c8c5d4acc31b85:0x22c2b0b81222fd']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c341b63e9047:0xaa9e0d6ac703b94e?authuser=-1&hl=en&gl=us,Nevada
49,Courtesy Toyota Of Brandon,"Courtesy Toyota Of Brandon, 9210 E Adamo Dr, Tampa, FL 33619, United States",0x88c2cf06c198a637:0x58b4537b09f81825,,27.9508766,-82.3520551,"['Toyota dealer', 'Car dealer', 'Electric vehicle charging station', 'Used car dealer']",4.5,8398,,"[['Thursday', '7AM–7PM'], ['Friday', '7AM–7PM'], ['Saturday', '7AM–7PM'], ['Sunday', '11AM–6PM'], ['Monday', '7AM–7PM'], ['Tuesday', '7AM–7PM'], ['Wednesday', '7AM–7PM']]","{'Service options': ['In-store shopping'], 'Accessibility': ['Wheelchair-accessible entrance'], 'Offerings': ['Car hire', 'Car wash', 'Oil change', 'Repair services'], 'Payments': ['Cheques', 'Debit cards']}",Closed ⋅ Opens 7AM,"['0x88c2c7137d6d5a4d:0xed46ba6266afe648', '0x88c2c3da8ebcaabf:0x3afe591b6b78250a', '0x88c2cf06e494bb51:0xc54922d9773ec85e', '0x88c2cf06c198a637:0xb27163c598355037', '0x88c2ceff24e5291f:0x8298c35d9a8f59ee']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2cf06c198a637:0x58b4537b09f81825?authuser=-1&hl=en&gl=ae,Florida
50,Los Portales Market and Carniceria,"Los Portales Market and Carniceria, 441 Bridge St ste g, Yuba City, CA 95991",0x809b5347ab7c8527:0x3d4a874d151c78a1,,39.1361477,-121.6145016,"['Mexican grocery store', 'Butcher shop', 'Mexican restaurant']",4.5,36,,"[['Thursday', '9AM–7PM'], ['Friday', '9AM–7PM'], ['Saturday', '8AM–6PM'], ['Sunday', '8AM–6PM'], ['Monday', '9AM–7PM'], ['Tuesday', '9AM–7PM'], ['Wednesday', '9AM–7PM']]","{'Service options': ['In-store pickup', 'In-store shopping', 'Delivery'], 'Highlights': ['Great produce'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Offerings': ['Prepared foods'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}",Closed ⋅ Opens 9AM Fri,"['0x809b532f5bc6f93d:0xf140ee9b07e6f7c9', '0x8084acb48f773dd9:0x68701d4b5722c53d', '0x809b53775861baab:0x72d586926cb48203', '0x809b5322d4bc9769:0x3ff6bc38e785f96a']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x809b5347ab7c8527:0x3d4a874d151c78a1?authuser=-1&hl=en&gl=us,California
